מספר סידורי,קישור-באתר,שם הסרט,שנה,אורך,ז'אנר,שחקנים,תיקייה 
3861,http://www.torec.net/sub.asp?sub_id=20029,נפילים מיני סדרה,2006,81 דקות,דרמה / הרפתקאות / מדע בדיוני / פנטזיה / פעולה,פול ווסלי קווסי אמייאו פרננדה אנדרדה שרון קאנובס סטוארט קואן דוליטל אלכס פריס,movies/נפילים מיני סדרה.txt
3862,http://www.torec.net/sub.asp?sub_id=20067,אמא ואבא,2008,84 דקות,אימה,פרי בנסון דידו מיילס אולגה פדרוי אינסליי האוורד טובי אלכסנדר מייקאיה דרינג מארק דבנפורט,movies/אמא ואבא.txt
3863,http://www.torec.net/sub.asp?sub_id=20066,קרבות האלו,2009,30 דקות,אנימציה / פעולה,גרג ברגר נולן נורת' קים מיי גסט קורטני טיילור,movies/קרבות האלו.txt
3864,http://www.torec.net/sub.asp?sub_id=20049,תחנת זברה אינה עונה,1968,148 דקות,דרמה / מתח / פעולה,רוק האדסון ארנסט בורגנין פטריק מקגוהן ג'ים בראון טוני ביל לויד נולן אלף קג'לין,movies/תחנת זברה אינה עונה.txt
3865,http://www.torec.net/sub.asp?sub_id=20002,מת לרקוד,2009,83 דקות,מוסיקלי / פעולה / קומדיה,אפיון קרוקט דימון ויינס הבן אפיון קרוקט דימון ויינס הבן אפיון קרוקט דימון ויינס הבן אנדרו מק'פארלן,movies/מת לרקוד.txt
3866,http://www.torec.net/sub.asp?sub_id=19238,לילה מוטרף במוזיאון 2,2009,105 דקות,פעולה / קומדיה,איימי אדמס בן סטילר רובין וויליאמס ג'ונה היל אוון וילסון ביל היידר תומס לנון,movies/לילה מוטרף במוזיאון 2.txt
3867,http://www.torec.net/sub.asp?sub_id=7348,פרבר 13,2004,85 דקות,פעולה / קומדיה / מדע בדיוני,סיריל רפאלי דייויד בל טוני ד'מריו לרבי נסרי דני וריסימו,movies/פרבר 13.txt
3868,http://www.torec.net/sub.asp?sub_id=20054,בגרות,2008,99 דקות,דרמה,נול קלארק אדם דיקון סקרלט אליס ג'ונסון ג'ייקוס אנדרסון בן דרו דני דיאר פאמי אוייניראן,movies/בגרות.txt
3869,http://www.torec.net/sub.asp?sub_id=19736,"סאנשיין בע""מ",2008,102 דקות,דרמה / קומדיה,איימי אדמס אמילי בלאנט אלן ארקין ג'ייסון ספאבק סטיב זאן מארי לין ראסג'אב קליפטון קולינס הבן,"movies/סאנשיין בע""מ.txt"
3870,http://www.torec.net/sub.asp?sub_id=20018,תעלומת בני המאיה,1995,38 דקות,דוקומנטרי / סרט קצר,,movies/תעלומת בני המאיה.txt
3871,http://www.torec.net/sub.asp?sub_id=20014,דמעות של שתיקה,1984,141 דקות,דרמה / היסטוריה / מלחמה,סאם ווטרסון האינג ס נגור ג`ון מלקוביץ` ג'וליאן סאנדס קרייג טי נלסון ספלנדינג גריי ביל פטרסון,movies/דמעות של שתיקה.txt
3872,http://www.torec.net/sub.asp?sub_id=20013,שוטר בגן ילדים,1990,111 דקות,מתח / פעולה / פשע / קומדיה,ארנולד שוורצנגר פנלופה אן מילר פמלה ריד לינדה האנט ריצ'ארד טייסון קארול בייקר קאטי מוריארטי,movies/שוטר בגן ילדים.txt
3873,http://www.torec.net/sub.asp?sub_id=19664,לידה כואבת,2009,89 דקות,קומדיה,לינדזי לוהן אארון יאו ג'נין גארופלו שריל היינס ברידג'יט מנדלר בוני סמרוויל ווילי גרסון,movies/לידה כואבת.txt
3874,http://www.torec.net/sub.asp?sub_id=20003,אישה ושמה גולדה,1982,240 דקות,ביוגרפיה / דרמה / היסטוריה,אינגריד ברגמן,movies/אישה ושמה גולדה.txt
3875,http://www.torec.net/sub.asp?sub_id=19643,שטח הפקר תחיית המצחינים,2008,88 דקות,אימה,מייקל רוברט ברנדון לאו טמפל דיוויד סטאנברה ליין אודומס לורנס תומאס רוברט פיין מייקל מוניי,movies/שטח הפקר תחיית המצחינים.txt
3876,http://www.torec.net/sub.asp?sub_id=19998,מעבר למסדרון,2009,87 דקות,מתח,מייק ווגל בריטני מרפי דניאל פינו בראד גרינקיסט אריה ורוין נטלי סמייקה ג'ילרמו דיאז,movies/מעבר למסדרון.txt
3877,http://www.torec.net/sub.asp?sub_id=19997,אבירי מתכת הדם,2009,180 דקות,פנטזיה,נאטסיה מאלט כריסטופר ג'קוט דרו ויירגוור פיטר בריאנט מארק גיבון מקנזי גריי הת'ר דורקסן,movies/אבירי מתכת הדם.txt
3878,http://www.torec.net/sub.asp?sub_id=19985,בחזרה לבריידסהד (חמדת ימים),2008,133 דקות,דרמה / רומנטיקה,מתיו גודי תומס מוריסון אנה מאדלי דיויד באראס שרה קראודן סטפן קארלייל פיטר בארנס,movies/בחזרה לבריידסהד (חמדת ימים).txt
3879,http://www.torec.net/sub.asp?sub_id=19974,פרבר 13 אולטימטום,2009,101 דקות,פעולה / זר (צרפתית),דיויד בל סיריל רפאלי פיליפ טורטון דניאל דובאל אלודי יאנג אם-סי ג'ין גאב'; לאוני מואיד,movies/פרבר 13 אולטימטום.txt
3880,http://www.torec.net/sub.asp?sub_id=19970,מחוללת הניסים,1962,106 דקות,דרמה,אן בנקרופט ויקטור ג'ורי אינגה סוונסון אנדרו פרין קתלין קומגיס פטי דיוק אינגריד ברגמן,movies/מחוללת הניסים.txt
3881,http://www.torec.net/sub.asp?sub_id=11853,פיטר פן,2003,113 דקות,הרפתקאות / אקשן / פנטזיה / משפחה,ג'ייסון איסאקס ג'רמי סומפטר רשל הרד-ווד ליין רדגרייב ריצ'רד בריירס אוליביה וויליאמס ג'פרי פלמר,movies/פיטר פן.txt
3882,http://www.torec.net/sub.asp?sub_id=15013,ליל הנשף,2008,88 דקות,אימה / מיסתורין / מתח,בריטני סנואו סקוט פורטר ג'סיקה סטרופ דנה דיוויס קולינס פני קלי בלטז ג'יימס רנסון,movies/ליל הנשף.txt
3883,http://www.torec.net/sub.asp?sub_id=1869,פחד עד מוות,1990,96 דקות,אימה / מדע בדיוני / קומדיה,קווין בייקון פרד וורד פין קרטר מייקל גרוס ריבה מקינטייר,movies/פחד עד מוות.txt
3884,http://www.torec.net/sub.asp?sub_id=19952,הרי-הגעש של מעמקי הים,2003,40 דקות,דוקומנטרי / סרט קצר,,movies/הרי-הגעש של מעמקי הים.txt
3885,http://www.torec.net/sub.asp?sub_id=19949,חולות אדומים,2009,88 דקות,אימה / דרמה / מלחמה / פעולה,שיין ווסט לאונרד רוברטס אלדיס הודג' קאלום בלו ברנדן מילר תיאו רוסי נואל גוגליימי,movies/חולות אדומים.txt
3886,http://www.torec.net/sub.asp?sub_id=19950,גריפון (מתקפת הגריפון),2007,89 דקות,הרפתקאות / פנטזיה / פעולה,ג'ונתן לה'פגליה לארי דרייק אמבר בנסון אנדרו פלווין דאגלס רוברטס אשלי ארטוס שרה דאגלס,movies/גריפון (מתקפת הגריפון).txt
3887,http://www.torec.net/sub.asp?sub_id=19947,לחימה,2009,105 דקות,דרמה / פעולה,צ'אנינג טאטום טראנס הווארד זולאי הנאנוי מייקל ריברה פלאקו נאבחה פיטר אנתוני טמבקיס לואיס גוזמן,movies/לחימה.txt
3888,http://www.torec.net/sub.asp?sub_id=19933,שם המשחק,2009,127 דקות,דרמה / מתח / פשע,ראסל קרואו בן אפלק ריצ'ל מקאדמס הלן מירן רובין רייט פן ג'ייסון בייטמן ג'ף דניאלס,movies/שם המשחק.txt
3889,http://www.torec.net/sub.asp?sub_id=18289,אקס-מן המקור וולברין,2009,97 דקות,מדע בדיוני / מתח / פנטזיה / פעולה,יו ג'קמן רייאן ריינולדס ליב שרייבר דומיניק מונהאן לין קולינס דאני הסטון דניאל הני,movies/אקס-מן המקור וולברין.txt
3890,http://www.torec.net/sub.asp?sub_id=19936,תינוק בדרך,2009,95 דקות,קומדיה,הת'ר גרהאם ג'רי או'קונול ג'ון קורבט לארה פלין בויל,movies/תינוק בדרך.txt
3891,http://www.torec.net/sub.asp?sub_id=19923,החייזרים באים,2009,90 דקות,אימה / מדע בדיוני / מתח / קומדיה,אריק מק'קרומק ג'יני באיירד רוברט פטריק ג'ודי ת'ומפסון דן לוריה אהרון ברוקס שרה סמית,movies/החייזרים באים.txt
3892,http://www.torec.net/sub.asp?sub_id=19925,הצלף,1993,98 דקות,דרמה / מתח / פעולה,תום ברנגר בילי זיין ג'יי טי וולש עדן יאנג קן רדלי ריינאלדו ארנס גארי סוונסון,movies/הצלף.txt
3893,http://www.torec.net/sub.asp?sub_id=19862,רוק בחלל 2000,2000,88 דקות,אנימציה / הרפתקאות / מדע בדיוני / פנטזיה / פעולה,טראנס סקאמל טראנס סקאמל ג'ולי סטריין טראנס סקאמל ג'ולי סטריין טראנס סקאמל ג'ולי סטריין,movies/רוק בחלל 2000.txt
3894,http://www.torec.net/sub.asp?sub_id=19211,איש מת,1995,121 דקות,דרמה / מערבון,ג'וני דפ גארי פרמר קריספין גלובר לנס הנריקסון מייקל וינקוט יוג'ין בירד ג'והן הארט,movies/איש מת.txt
3895,http://www.torec.net/sub.asp?sub_id=19911,אי-שפיות מתוקה,2006,81 דקות,אימה / מתח,רבקה הויל מקנזי פירגנס דייוויד פיין ג'וש מק-ראי טליה ריאן אשר לארי בק ג'ף בל,movies/אי-שפיות מתוקה.txt
3896,http://www.torec.net/sub.asp?sub_id=13955,סיינט טריניאנס,2007,100 דקות,קומדיה,רופרט אוורט קולין פירת' ג'ודי וויטאקר ג'מה ארטנטון ג'ונתן ביילי מישה ברטון אנטוניה ברנת',movies/סיינט טריניאנס.txt
3897,http://www.torec.net/sub.asp?sub_id=16351,מקס פיין,2008,100 דקות,דרמה / מתח / פעולה / פשע,מארק וולברג מילה קוניס ביאו ברידג'ס לודקריס כריס א'דונל דונאל לוגו אמאורי נולסקו,movies/מקס פיין.txt
3898,http://www.torec.net/sub.asp?sub_id=15163,פנטום האופרה,2004,143 דקות,דרמה / מוסיקלי / מתח / רומנטיקה,ג'רארד באטלר אמי רוסום פטריק ווילסון מירנדה ריצ'ארדסון מיני דריבר סייראן היינדס סימון קאלו,movies/פנטום האופרה.txt
3899,http://www.torec.net/sub.asp?sub_id=19879,חג-המולד הקרוב,2007,117 דקות,דרמה / קומדיה / רומנטיקה,דלרוי לינדו אידריס אלבה לורטה דיויין כריס בראון קיית' רובינסון לז אלונסו קולומבוס שורט,movies/חג-המולד הקרוב.txt
3900,http://www.torec.net/sub.asp?sub_id=19878,הרפתקאות פרסיליה - מלכת המדבר,1994,104 דקות,דרמה / מוסיקלי / קומדיה,Tim Chappel גאי פירס גאי פירס,movies/הרפתקאות פרסיליה - מלכת המדבר.txt
3901,http://www.torec.net/sub.asp?sub_id=19871,הנאשמים,1988,111 דקות,דרמה / מתח,קריסטין דיוויס קלי מקג'יליס ברני קולסון,movies/הנאשמים.txt
3902,http://www.torec.net/sub.asp?sub_id=19867,משני צורה 2 נפילתו של האדם,2009,90 דקות,מדע בדיוני,אלאנה די מריה ברוס בוקסליינטר איידן בריסטו די טי קארני דבורה הריסון לו סילבי קאס רוס קינגסטון,movies/משני צורה 2 נפילתו של האדם.txt
3903,http://www.torec.net/sub.asp?sub_id=19836,סטארגייט ילדי האלים עריכה סופית 2009,2009,92 דקות,מדע בדיוני,ריצ'רד דין אנדרסון מייקל שנקס אמנדה טאפינג כריסטופר ג'אדג' דון ס.דייויס ,movies/סטארגייט ילדי האלים עריכה סופית 2009.txt
3904,http://www.torec.net/sub.asp?sub_id=19864,שומר הבארים,1989,114 דקות,דרמה / מתח / פעולה / פשע / רומנטיקה,פטריק סוויזי קלי לינץ' סם אליוט בן גזרה מרשל טיג ג'ולי מייקלס רד ווסט,movies/שומר הבארים.txt
3905,http://www.torec.net/sub.asp?sub_id=9505,מכתבים מאיוו ג'ימה,2007,141 דקות,מלחמה / דרמה / היסטוריה,קן וואטנבה קאזונרי נינומיאה טסויושי איהרה ריו קאסה שידו נאקמורה הירושי וואטנבה טאקומי בנדו יוקי מאצוזקי,movies/מכתבים מאיוו ג'ימה.txt
3906,http://www.torec.net/sub.asp?sub_id=18332,רכבת לילה,2009,83 דקות,מיסתורין / מתח / פעולה / פשע,הארי אניצ'קין ג'וף בל לוקה ברקוויצ'י אייבו אייביילוב ג'ורג'יאב דני גלובר קונסטנטין גרגורי טוגו איווגה,movies/רכבת לילה.txt
3907,http://www.torec.net/sub.asp?sub_id=4545,שואוטיים,2002,95 דקות,קומדיה / פעולה,אדי מרפי רוברט דה נירו זייד פאריד אלכס בורסטיין,movies/שואוטיים.txt
3908,http://www.torec.net/sub.asp?sub_id=4619,חיה ותן למות,1973,121 דקות,מתח / ריגול,ברנרד לי לואיס מקסוול רוג'ר מור קליפטון ג'יימס יפט קוטו ג'יין סימור יוליוס האריס ג'פרי הולדר דיויד הדיסון גלוריה הנדרי טומי לן ארל ג'ולי בראון רוי סטיוארט לון סאטון ארנולד וויליאמס,movies/חיה ותן למות.txt
